ORIGEM,MARCA,MODELO,SERVICO_COMPLETO,PRECO,TIPO_SERVICO,QUALIDADE
SAMSUNG S E NOTE,SAMSUNG S E NOTE,NOTE 10,TAMPA TRASEIRA LINHA S E NOTE - ORIGINAL,439,TAMPA TRASEIRA LINHA S E NOTE,ORIGINAL
SAMSUNG S E NOTE,SAMSUNG S E NOTE,NOTE 10,TAMPA TRASEIRA LINHA S E NOTE - PRIME,189,TAMPA TRASEIRA LINHA S E NOTE,PRIME
SAMSUNG S E NOTE,SAMSUNG S E NOTE,NOTE 10 LITE,TELA LINHA S E NOTE - MELHOR VLR,960,TELA LINHA S E NOTE,MELHOR VLR
SAMSUNG S E NOTE,SAMSUNG S E NOTE,NOTE 10 LITE,TELA LINHA S E NOTE - INSUMO,710,TELA LINHA S E NOTE,INSUMO
SAMSUNG S E NOTE,SAMSUNG S E NOTE,NOTE 10 LITE,TELA LINHA S E NOTE - QUALIDADE,SUPER AMOLED,TELA LINHA S E NOTE,QUALIDADE
SAMSUNG S E NOTE,SAMSUNG S E NOTE,NOTE 10 LITE,PLACA SUB LINHA S E NOTE - ORIGINAL,295,PLACA SUB LINHA S E NOTE,ORIGINAL
SAMSUNG S E NOTE,SAMSUNG S E NOTE,NOTE 10 LITE,BATERIA LINHA S E NOTE - PRIME,197,BATERIA LINHA S E NOTE,PRIME
SAMSUNG S E NOTE,SAMSUNG S E NOTE,NOTE 10 PLUS,TELA LINHA S E NOTE - ORIGINAL,1350,TELA LINHA S E NOTE,ORIGINAL
SAMSUNG S E NOTE,SAMSUNG S E NOTE,NOTE 10 PLUS,TELA LINHA S E NOTE - MELHOR VLR,1340,TELA LINHA S E NOTE,MELHOR VLR
SAMSUNG S E NOTE,SAMSUNG S E NOTE,NOTE 10 PLUS,TELA LINHA S E NOTE - INSUMO,990,TELA LINHA S E NOTE,INSUMO
SAMSUNG S E NOTE,SAMSUNG S E NOTE,NOTE 10 PLUS,TELA LINHA S E NOTE - QUALIDADE,DYNAMIC AMOLED,TELA LINHA S E NOTE,QUALIDADE
SAMSUNG S E NOTE,SAMSUNG S E NOTE,NOTE 10 PLUS,TAMPA TRASEIRA LINHA S E NOTE - ORIGINAL,445,TAMPA TRASEIRA LINHA S E NOTE,ORIGINAL
SAMSUNG S E NOTE,SAMSUNG S E NOTE,NOTE 10 PLUS,TAMPA TRASEIRA LINHA S E NOTE - PRIME,189,TAMPA TRASEIRA LINHA S E NOTE,PRIME
SAMSUNG S E NOTE,SAMSUNG S E NOTE,NOTE 20,TELA LINHA S E NOTE - ORIGINAL,995,TELA LINHA S E NOTE,ORIGINAL
SAMSUNG S E NOTE,SAMSUNG S E NOTE,NOTE 20,TELA LINHA S E NOTE - MELHOR VLR,1020,TELA LINHA S E NOTE,MELHOR VLR
SAMSUNG S E NOTE,SAMSUNG S E NOTE,NOTE 20,TELA LINHA S E NOTE - INSUMO,650,TELA LINHA S E NOTE,INSUMO
SAMSUNG S E NOTE,SAMSUNG S E NOTE,NOTE 20,TELA LINHA S E NOTE - QUALIDADE,SUPER AMOLED PLUS,TELA LINHA S E NOTE,QUALIDADE
SAMSUNG S E NOTE,SAMSUNG S E NOTE,NOTE 20,BATERIA LINHA S E NOTE - ORIGINAL,499,BATERIA LINHA S E NOTE,ORIGINAL
SAMSUNG S E NOTE,SAMSUNG S E NOTE,NOTE 20 ULTRA,TELA LINHA S E NOTE - ORIGINAL,1595,TELA LINHA S E NOTE,ORIGINAL
SAMSUNG S E NOTE,SAMSUNG S E NOTE,NOTE 20 ULTRA,TELA LINHA S E NOTE - MELHOR VLR,1720,TELA LINHA S E NOTE,MELHOR VLR
SAMSUNG S E NOTE,SAMSUNG S E NOTE,NOTE 20 ULTRA,TELA LINHA S E NOTE - INSUMO,1350,TELA LINHA S E NOTE,INSUMO
SAMSUNG S E NOTE,SAMSUNG S E NOTE,NOTE 20 ULTRA,TELA LINHA S E NOTE - QUALIDADE,DYNAMIC AMOLED 2X,TELA LINHA S E NOTE,QUALIDADE
SAMSUNG S E NOTE,SAMSUNG S E NOTE,NOTE 20 ULTRA,PLACA SUB LINHA S E NOTE - ORIGINAL,227,PLACA SUB LINHA S E NOTE,ORIGINAL
SAMSUNG S E NOTE,SAMSUNG S E NOTE,NOTE 20 ULTRA,PLACA SUB LINHA S E NOTE - PRIME,112,PLACA SUB LINHA S E NOTE,PRIME
SAMSUNG S E NOTE,SAMSUNG S E NOTE,NOTE 20 ULTRA,BATERIA LINHA S E NOTE - ORIGINAL,499,BATERIA LINHA S E NOTE,ORIGINAL
SAMSUNG S E NOTE,SAMSUNG S E NOTE,NOTE 20 ULTRA,BATERIA LINHA S E NOTE - PRIME,239,BATERIA LINHA S E NOTE,PRIME
SAMSUNG S E NOTE,SAMSUNG S E NOTE,NOTE 20 ULTRA,TAMPA TRASEIRA LINHA S E NOTE - ORIGINAL,359,TAMPA TRASEIRA LINHA S E NOTE,ORIGINAL
SAMSUNG S E NOTE,SAMSUNG S E NOTE,NOTE 20 ULTRA,TAMPA TRASEIRA LINHA S E NOTE - PRIME,169,TAMPA TRASEIRA LINHA S E NOTE,PRIME
SAMSUNG A E M,SAMSUNG A E M,A02,TELA LINHA A - LAMINAÇÃO,139,TELA LINHA A,LAMINAÇÃO
SAMSUNG A E M,SAMSUNG A E M,A02,TELA LINHA A - FRONTAL PRIME,169,TELA LINHA A,FRONTAL PRIME
SAMSUNG A E M,SAMSUNG A E M,A02,TELA LINHA A - QUALIDADE,TFT LCD,TELA LINHA A,QUALIDADE
SAMSUNG A E M,SAMSUNG A E M,M10,TELA LINHA M - LAMINAÇÃO,99,TELA LINHA M,LAMINAÇÃO
SAMSUNG A E M,SAMSUNG A E M,M10,TELA LINHA M - FRONTAL PRIME,155,TELA LINHA M,FRONTAL PRIME
SAMSUNG A E M,SAMSUNG A E M,M10,TELA LINHA M - QUALIDADE,PLS TFT,TELA LINHA M,QUALIDADE
SAMSUNG A E M,SAMSUNG A E M,M10,BATERIA LINHA M - ORIGINAL,99,BATERIA LINHA M,ORIGINAL
SAMSUNG A E M,SAMSUNG A E M,A02S,TELA LINHA A - LAMINAÇÃO,99,TELA LINHA A,LAMINAÇÃO
SAMSUNG A E M,SAMSUNG A E M,A02S,TELA LINHA A - FRONTAL PRIME,149,TELA LINHA A,FRONTAL PRIME
SAMSUNG A E M,SAMSUNG A E M,A02S,TELA LINHA A - QUALIDADE,PLS TFT LCD,TELA LINHA A,QUALIDADE
SAMSUNG A E M,SAMSUNG A E M,M12,TELA LINHA M - LAMINAÇÃO,139,TELA LINHA M,LAMINAÇÃO
SAMSUNG A E M,SAMSUNG A E M,M12,TELA LINHA M - FRONTAL PRIME,169,TELA LINHA M,FRONTAL PRIME
SAMSUNG A E M,SAMSUNG A E M,M12,TELA LINHA M - QUALIDADE,PLS TFT LCD,TELA LINHA M,QUALIDADE
SAMSUNG A E M,SAMSUNG A E M,M12,PLACA SUB LINHA M - ORIGINAL,99,PLACA SUB LINHA M,ORIGINAL
SAMSUNG A E M,SAMSUNG A E M,A03,TELA LINHA A - LAMINAÇÃO,99,TELA LINHA A,LAMINAÇÃO
SAMSUNG A E M,SAMSUNG A E M,A03,TELA LINHA A - FRONTAL PRIME,149,TELA LINHA A,FRONTAL PRIME
SAMSUNG A E M,SAMSUNG A E M,A03,TELA LINHA A - QUALIDADE,TFT LCD,TELA LINHA A,QUALIDADE
SAMSUNG A E M,SAMSUNG A E M,M13,TELA LINHA M - LAMINAÇÃO,135,TELA LINHA M,LAMINAÇÃO
SAMSUNG A E M,SAMSUNG A E M,M13,TELA LINHA M - FRONTAL PRIME,169,TELA LINHA M,FRONTAL PRIME
SAMSUNG A E M,SAMSUNG A E M,M13,TELA LINHA M - QUALIDADE,PLS LCD,TELA LINHA M,QUALIDADE
SAMSUNG A E M,SAMSUNG A E M,A03S,TELA LINHA A - LAMINAÇÃO,99,TELA LINHA A,LAMINAÇÃO
SAMSUNG A E M,SAMSUNG A E M,A03S,TELA LINHA A - FRONTAL PRIME,149,TELA LINHA A,FRONTAL PRIME
SAMSUNG A E M,SAMSUNG A E M,A03S,TELA LINHA A - QUALIDADE,PLS TFT LCD,TELA LINHA A,QUALIDADE
SAMSUNG A E M,SAMSUNG A E M,A03,PLACA SUB LINHA A - ORIGINAL,165,PLACA SUB LINHA A,ORIGINAL
SAMSUNG A E M,SAMSUNG A E M,A03,PLACA SUB LINHA A - PRIME,95,PLACA SUB LINHA A,PRIME
SAMSUNG A E M,SAMSUNG A E M,M14,TELA LINHA M - LAMINAÇÃO,165,TELA LINHA M,LAMINAÇÃO
SAMSUNG A E M,SAMSUNG A E M,M14,TELA LINHA M - FRONTAL ORG,399,TELA LINHA M,FRONTAL ORG
SAMSUNG A E M,SAMSUNG A E M,M14,TELA LINHA M - FRONTAL PRIME,289,TELA LINHA M,FRONTAL PRIME
SAMSUNG A E M,SAMSUNG A E M,A03 CORE,TELA LINHA A - LAMINAÇÃO,97,TELA LINHA A,LAMINAÇÃO
SAMSUNG A E M,SAMSUNG A E M,A03 CORE,TELA LINHA A - FRONTAL PRIME,149,TELA LINHA A,FRONTAL PRIME
SAMSUNG A E M,SAMSUNG A E M,A03 CORE,TELA LINHA A - QUALIDADE,PLS TFT LCD,TELA LINHA A,QUALIDADE
SAMSUNG A E M,SAMSUNG A E M,A03 CORE,BATERIA LINHA A - ORIGINAL,179,BATERIA LINHA A,ORIGINAL
SAMSUNG A E M,SAMSUNG A E M,M15,TELA LINHA M - LAMINAÇÃO,289,TELA LINHA M,LAMINAÇÃO
SAMSUNG A E M,SAMSUNG A E M,M15,TELA LINHA M - FRONTAL ORG,629,TELA LINHA M,FRONTAL ORG
SAMSUNG A E M,SAMSUNG A E M,M15,TELA LINHA M - FRONTAL PRIME,399,TELA LINHA M,FRONTAL PRIME
SAMSUNG A E M,SAMSUNG A E M,A04,TELA LINHA A - LAMINAÇÃO,139,TELA LINHA A,LAMINAÇÃO
SAMSUNG A E M,SAMSUNG A E M,A04,TELA LINHA A - FRONTAL PRIME,189,TELA LINHA A,FRONTAL PRIME
SAMSUNG A E M,SAMSUNG A E M,A04,TELA LINHA A - QUALIDADE,PLS TFT LCD,TELA LINHA A,QUALIDADE
SAMSUNG A E M,SAMSUNG A E M,M20,TELA LINHA M - LAMINAÇÃO,160,TELA LINHA M,LAMINAÇÃO
SAMSUNG A E M,SAMSUNG A E M,M20,TELA LINHA M - FRONTAL ORG,300,TELA LINHA M,FRONTAL ORG
SAMSUNG A E M,SAMSUNG A E M,M20,TELA LINHA M - FRONTAL PRIME,185,TELA LINHA M,FRONTAL PRIME
SAMSUNG A E M,SAMSUNG A E M,M20,TELA LINHA M - QUALIDADE,PLS TFT,TELA LINHA M,QUALIDADE
SAMSUNG A E M,SAMSUNG A E M,A04S,TELA LINHA A - LAMINAÇÃO,139,TELA LINHA A,LAMINAÇÃO
SAMSUNG A E M,SAMSUNG A E M,A04S,TELA LINHA A - FRONTAL PRIME,179,TELA LINHA A,FRONTAL PRIME
SAMSUNG A E M,SAMSUNG A E M,A04S,TELA LINHA A - QUALIDADE,PLS TFT LCD,TELA LINHA A,QUALIDADE
SAMSUNG A E M,SAMSUNG A E M,M21,TELA LINHA M - LAMINAÇÃO,149,TELA LINHA M,LAMINAÇÃO
SAMSUNG A E M,SAMSUNG A E M,M21,TELA LINHA M - FRONTAL PRIME,323,TELA LINHA M,FRONTAL PRIME
SAMSUNG A E M,SAMSUNG A E M,M21,TELA LINHA M - QUALIDADE,SUPER AMOLED,TELA LINHA M,QUALIDADE
SAMSUNG A E M,SAMSUNG A E M,A04E,TELA LINHA A - LAMINAÇÃO,99,TELA LINHA A,LAMINAÇÃO
SAMSUNG A E M,SAMSUNG A E M,A04E,TELA LINHA A - FRONTAL PRIME,149,TELA LINHA A,FRONTAL PRIME
SAMSUNG A E M,SAMSUNG A E M,A04E,TELA LINHA A - MELHOR VLR,317,TELA LINHA A,MELHOR VLR
SAMSUNG A E M,SAMSUNG A E M,A04E,TELA LINHA A - INSUMO,140,TELA LINHA A,INSUMO
SAMSUNG A E M,SAMSUNG A E M,A04E,TELA LINHA A - QUALIDADE,PLS TFT LCD,TELA LINHA A,QUALIDADE
SAMSUNG A E M,SAMSUNG A E M,M21S,TELA LINHA M - LAMINAÇÃO,149,TELA LINHA M,LAMINAÇÃO
SAMSUNG A E M,SAMSUNG A E M,M21S,TELA LINHA M - FRONTAL PRIME,323,TELA LINHA M,FRONTAL PRIME
SAMSUNG A E M,SAMSUNG A E M,M21S,TELA LINHA M - QUALIDADE,SUPER AMOLED,TELA LINHA M,QUALIDADE
SAMSUNG A E M,SAMSUNG A E M,A05,TELA LINHA A - LAMINAÇÃO,129,TELA LINHA A,LAMINAÇÃO
SAMSUNG A E M,SAMSUNG A E M,A05,TELA LINHA A - FRONTAL PRIME,159,TELA LINHA A,FRONTAL PRIME
SAMSUNG A E M,SAMSUNG A E M,M22,TELA LINHA M - LAMINAÇÃO,289,TELA LINHA M,LAMINAÇÃO
SAMSUNG A E M,SAMSUNG A E M,M22,TELA LINHA M - FRONTAL ORG,595,TELA LINHA M,FRONTAL ORG
SAMSUNG A E M,SAMSUNG A E M,M22,TELA LINHA M - QUALIDADE,SUPER AMOLED,TELA LINHA M,QUALIDADE
SAMSUNG A E M,SAMSUNG A E M,A05S,TELA LINHA A - LAMINAÇÃO,139,TELA LINHA A,LAMINAÇÃO
SAMSUNG A E M,SAMSUNG A E M,A05S,TELA LINHA A - FRONTAL PRIME,175,TELA LINHA A,FRONTAL PRIME
SAMSUNG A E M,SAMSUNG A E M,A05S,PLACA SUB LINHA A - ORIGINAL,145,PLACA SUB LINHA A,ORIGINAL
SAMSUNG A E M,SAMSUNG A E M,A05S,PLACA SUB LINHA A - PRIME,105,PLACA SUB LINHA A,PRIME
SAMSUNG A E M,SAMSUNG A E M,M23 4G,TELA LINHA M - LAMINAÇÃO,119,TELA LINHA M,LAMINAÇÃO
SAMSUNG A E M,SAMSUNG A E M,M23 4G,TELA LINHA M - FRONTAL PRIME,169,TELA LINHA M,FRONTAL PRIME
SAMSUNG A E M,SAMSUNG A E M,M23 4G,PLACA SUB LINHA M - ORIGINAL,199,PLACA SUB LINHA M,ORIGINAL
SAMSUNG A E M,SAMSUNG A E M,A06,TELA LINHA A - LAMINAÇÃO,149,TELA LINHA A,LAMINAÇÃO
SAMSUNG A E M,SAMSUNG A E M,A06,TELA LINHA A - FRONTAL PRIME,175,TELA LINHA A,FRONTAL PRIME
SAMSUNG A E M,SAMSUNG A E M,M23 5G,TELA LINHA M - LAMINAÇÃO,135,TELA LINHA M,LAMINAÇÃO
SAMSUNG A E M,SAMSUNG A E M,M23 5G,TELA LINHA M - FRONTAL PRIME,169,TELA LINHA M,FRONTAL PRIME
SAMSUNG A E M,SAMSUNG A E M,A10,TELA LINHA A - LAMINAÇÃO,99,TELA LINHA A,LAMINAÇÃO
SAMSUNG A E M,SAMSUNG A E M,A10,TELA LINHA A - FRONTAL PRIME,155,TELA LINHA A,FRONTAL PRIME
SAMSUNG A E M,SAMSUNG A E M,A10,TELA LINHA A - QUALIDADE,TFT LCD,TELA LINHA A,QUALIDADE
SAMSUNG A E M,SAMSUNG A E M,A10,BATERIA LINHA A - PRIME,99,BATERIA LINHA A,PRIME
SAMSUNG A E M,SAMSUNG A E M,M30,TELA LINHA M - LAMINAÇÃO,149,TELA LINHA M,LAMINAÇÃO
SAMSUNG A E M,SAMSUNG A E M,M30,TELA LINHA M - FRONTAL PRIME,323,TELA LINHA M,FRONTAL PRIME
SAMSUNG A E M,SAMSUNG A E M,M30,TELA LINHA M - QUALIDADE,SUPER AMOLED,TELA LINHA M,QUALIDADE
SAMSUNG A E M,SAMSUNG A E M,A10S,TELA LINHA A - LAMINAÇÃO,99,TELA LINHA A,LAMINAÇÃO
SAMSUNG A E M,SAMSUNG A E M,A10S,TELA LINHA A - FRONTAL PRIME,155,TELA LINHA A,FRONTAL PRIME
SAMSUNG A E M,SAMSUNG A E M,A10S,TELA LINHA A - INSUMO,130,TELA LINHA A,INSUMO
SAMSUNG A E M,SAMSUNG A E M,A10S,TELA LINHA A - QUALIDADE,TFT LCD,TELA LINHA A,QUALIDADE
SAMSUNG A E M,SAMSUNG A E M,A10S,BATERIA LINHA A - ORIGINAL,149,BATERIA LINHA A,ORIGINAL
SAMSUNG A E M,SAMSUNG A E M,M30S,TELA LINHA M - LAMINAÇÃO,315,TELA LINHA M,LAMINAÇÃO
SAMSUNG A E M,SAMSUNG A E M,M30S,TELA LINHA M - FRONTAL ORG,654,TELA LINHA M,FRONTAL ORG
SAMSUNG A E M,SAMSUNG A E M,M30S,TELA LINHA M - QUALIDADE,SUPER AMOLED,TELA LINHA M,QUALIDADE
SAMSUNG A E M,SAMSUNG A E M,A11,TELA LINHA A - LAMINAÇÃO,105,TELA LINHA A,LAMINAÇÃO
SAMSUNG A E M,SAMSUNG A E M,A11,TELA LINHA A - FRONTAL PRIME,159,TELA LINHA A,FRONTAL PRIME
SAMSUNG A E M,SAMSUNG A E M,A11,TELA LINHA A - QUALIDADE,PLS TFT LCD,TELA LINHA A,QUALIDADE
SAMSUNG A E M,SAMSUNG A E M,M31,TELA LINHA M - LAMINAÇÃO,149,TELA LINHA M,LAMINAÇÃO
SAMSUNG A E M,SAMSUNG A E M,M31,TELA LINHA M - FRONTAL PRIME,323,TELA LINHA M,FRONTAL PRIME
SAMSUNG A E M,SAMSUNG A E M,M31,TELA LINHA M - QUALIDADE,SUPER AMOLED,TELA LINHA M,QUALIDADE
SAMSUNG A E M,SAMSUNG A E M,A12,TELA LINHA A - LAMINAÇÃO,139,TELA LINHA A,LAMINAÇÃO
SAMSUNG A E M,SAMSUNG A E M,A12,TELA LINHA A - FRONTAL PRIME,169,TELA LINHA A,FRONTAL PRIME
SAMSUNG A E M,SAMSUNG A E M,A12,TELA LINHA A - INSUMO,130,TELA LINHA A,INSUMO
SAMSUNG A E M,SAMSUNG A E M,A12,TELA LINHA A - QUALIDADE,PLS TFT LCD,TELA LINHA A,QUALIDADE
SAMSUNG A E M,SAMSUNG A E M,A12,PLACA SUB LINHA A - ORIGINAL,149,PLACA SUB LINHA A,ORIGINAL
SAMSUNG A E M,SAMSUNG A E M,M32,TELA LINHA M - LAMINAÇÃO,289,TELA LINHA M,LAMINAÇÃO
SAMSUNG A E M,SAMSUNG A E M,M32,TELA LINHA M - FRONTAL ORG,697,TELA LINHA M,FRONTAL ORG
SAMSUNG A E M,SAMSUNG A E M,M32,TELA LINHA M - FRONTAL PRIME,R$350 OLED,TELA LINHA M,FRONTAL PRIME
SAMSUNG A E M,SAMSUNG A E M,M32,TELA LINHA M - QUALIDADE,SUPER AMOLED,TELA LINHA M,QUALIDADE
SAMSUNG A E M,SAMSUNG A E M,A13 4G,TELA LINHA A - LAMINAÇÃO,135,TELA LINHA A,LAMINAÇÃO
SAMSUNG A E M,SAMSUNG A E M,A13 4G,TELA LINHA A - FRONTAL PRIME,169,TELA LINHA A,FRONTAL PRIME
SAMSUNG A E M,SAMSUNG A E M,A13 4G,TELA LINHA A - INSUMO,140,TELA LINHA A,INSUMO
SAMSUNG A E M,SAMSUNG A E M,A13 4G,TELA LINHA A - QUALIDADE,TFT LCD,TELA LINHA A,QUALIDADE
SAMSUNG A E M,SAMSUNG A E M,A13 4G,PLACA SUB LINHA A - ORIGINAL,149,PLACA SUB LINHA A,ORIGINAL
SAMSUNG A E M,SAMSUNG A E M,M33,TELA LINHA M - LAMINAÇÃO,135,TELA LINHA M,LAMINAÇÃO
SAMSUNG A E M,SAMSUNG A E M,M33,TELA LINHA M - FRONTAL PRIME,169,TELA LINHA M,FRONTAL PRIME
SAMSUNG A E M,SAMSUNG A E M,A13 5G,TELA LINHA A - LAMINAÇÃO,135,TELA LINHA A,LAMINAÇÃO
SAMSUNG A E M,SAMSUNG A E M,A13 5G,TELA LINHA A - FRONTAL PRIME,179,TELA LINHA A,FRONTAL PRIME
SAMSUNG A E M,SAMSUNG A E M,A13 5G,TELA LINHA A - INSUMO,140,TELA LINHA A,INSUMO
SAMSUNG A E M,SAMSUNG A E M,A13 5G,TELA LINHA A - QUALIDADE,IPS LCD,TELA LINHA A,QUALIDADE
SAMSUNG A E M,SAMSUNG A E M,A13 5G,PLACA SUB LINHA A - ORIGINAL,149,PLACA SUB LINHA A,ORIGINAL
SAMSUNG A E M,SAMSUNG A E M,M35,TELA LINHA M - LAMINAÇÃO,379,TELA LINHA M,LAMINAÇÃO
SAMSUNG A E M,SAMSUNG A E M,M35,TELA LINHA M - FRONTAL ORG,769,TELA LINHA M,FRONTAL ORG
SAMSUNG A E M,SAMSUNG A E M,A14 4G,TELA LINHA A - LAMINAÇÃO,135,TELA LINHA A,LAMINAÇÃO
SAMSUNG A E M,SAMSUNG A E M,A14 4G,TELA LINHA A - FRONTAL PRIME,175,TELA LINHA A,FRONTAL PRIME
SAMSUNG A E M,SAMSUNG A E M,A14 4G,TELA LINHA A - INSUMO,140,TELA LINHA A,INSUMO
SAMSUNG A E M,SAMSUNG A E M,A14 4G,PLACA SUB LINHA A - ORIGINAL,155,PLACA SUB LINHA A,ORIGINAL
SAMSUNG A E M,SAMSUNG A E M,M51,TELA LINHA M - LAMINAÇÃO,295,TELA LINHA M,LAMINAÇÃO
SAMSUNG A E M,SAMSUNG A E M,M51,TELA LINHA M - FRONTAL PRIME,399,TELA LINHA M,FRONTAL PRIME
SAMSUNG A E M,SAMSUNG A E M,M51,TELA LINHA M - PREM INCELL,185,TELA LINHA M,PREM INCELL
SAMSUNG A E M,SAMSUNG A E M,M51,TELA LINHA M - QUALIDADE,SPR AMOLED PLUS,TELA LINHA M,QUALIDADE
SAMSUNG A E M,SAMSUNG A E M,M51,PLACA SUB LINHA M - ORIGINAL,289,PLACA SUB LINHA M,ORIGINAL
SAMSUNG A E M,SAMSUNG A E M,M51,PLACA SUB LINHA M - PRIME,166,PLACA SUB LINHA M,PRIME
SAMSUNG A E M,SAMSUNG A E M,A14 5G,TELA LINHA A - LAMINAÇÃO,135,TELA LINHA A,LAMINAÇÃO
SAMSUNG A E M,SAMSUNG A E M,A14 5G,TELA LINHA A - FRONTAL PRIME,175,TELA LINHA A,FRONTAL PRIME
SAMSUNG A E M,SAMSUNG A E M,A14 5G,TELA LINHA A - INSUMO,140,TELA LINHA A,INSUMO
SAMSUNG A E M,SAMSUNG A E M,A14 5G,PLACA SUB LINHA A - ORIGINAL,155,PLACA SUB LINHA A,ORIGINAL
SAMSUNG A E M,SAMSUNG A E M,A14 5G,PLACA SUB LINHA A - PRIME,106,PLACA SUB LINHA A,PRIME
SAMSUNG A E M,SAMSUNG A E M,M52,TELA LINHA M - LAMINAÇÃO,289,TELA LINHA M,LAMINAÇÃO
SAMSUNG A E M,SAMSUNG A E M,M52,TELA LINHA M - FRONTAL ORG,799,TELA LINHA M,FRONTAL ORG
SAMSUNG A E M,SAMSUNG A E M,M52,TELA LINHA M - FRONTAL PRIME,485,TELA LINHA M,FRONTAL PRIME
SAMSUNG A E M,SAMSUNG A E M,M52,TELA LINHA M - QUALIDADE,SPR AMOLED PLUS,TELA LINHA M,QUALIDADE
SAMSUNG A E M,SAMSUNG A E M,M52,PLACA SUB LINHA M - ORIGINAL,289,PLACA SUB LINHA M,ORIGINAL
SAMSUNG A E M,SAMSUNG A E M,M52,PLACA SUB LINHA M - PRIME,166,PLACA SUB LINHA M,PRIME
SAMSUNG A E M,SAMSUNG A E M,A15 5G,TELA LINHA A - LAMINAÇÃO,259,TELA LINHA A,LAMINAÇÃO
SAMSUNG A E M,SAMSUNG A E M,A15 5G,TELA LINHA A - FRONTAL ORG,675,TELA LINHA A,FRONTAL ORG
SAMSUNG A E M,SAMSUNG A E M,A15 5G,TELA LINHA A - FRONTAL PRIME,492,TELA LINHA A,FRONTAL PRIME
SAMSUNG A E M,SAMSUNG A E M,A15 5G,TELA LINHA A - PREM INCELL,208,TELA LINHA A,PREM INCELL
SAMSUNG A E M,SAMSUNG A E M,M53 5G,TELA LINHA M - LAMINAÇÃO,289,TELA LINHA M,LAMINAÇÃO
SAMSUNG A E M,SAMSUNG A E M,M53 5G,TELA LINHA M - FRONTAL ORG,659,TELA LINHA M,FRONTAL ORG
SAMSUNG A E M,SAMSUNG A E M,M53 5G,TELA LINHA M - FRONTAL PRIME,525,TELA LINHA M,FRONTAL PRIME
SAMSUNG A E M,SAMSUNG A E M,M53 5G,TELA LINHA M - QUALIDADE,SPR AMOLED PLUS,TELA LINHA M,QUALIDADE
SAMSUNG A E M,SAMSUNG A E M,A16 4G,TELA LINHA A - FRONTAL PRIME,399,TELA LINHA A,FRONTAL PRIME
SAMSUNG A E M,SAMSUNG A E M,M54,TELA LINHA M - LAMINAÇÃO,389,TELA LINHA M,LAMINAÇÃO
SAMSUNG A E M,SAMSUNG A E M,M54,TELA LINHA M - FRONTAL ORG,724,TELA LINHA M,FRONTAL ORG
SAMSUNG A E M,SAMSUNG A E M,A16 5G,TELA LINHA A - LAMINAÇÃO,289,TELA LINHA A,LAMINAÇÃO
SAMSUNG A E M,SAMSUNG A E M,A16 5G,TELA LINHA A - FRONTAL ORG,649,TELA LINHA A,FRONTAL ORG
SAMSUNG A E M,SAMSUNG A E M,A16 5G,TELA LINHA A - FRONTAL PRIME,399,TELA LINHA A,FRONTAL PRIME
SAMSUNG A E M,SAMSUNG A E M,M62,TELA LINHA M - LAMINAÇÃO,420,TELA LINHA M,LAMINAÇÃO
SAMSUNG A E M,SAMSUNG A E M,M62,TELA LINHA M - FRONTAL ORG,894,TELA LINHA M,FRONTAL ORG
SAMSUNG A E M,SAMSUNG A E M,M62,TELA LINHA M - QUALIDADE,SPR AMOLED PLUS,TELA LINHA M,QUALIDADE
SAMSUNG A E M,SAMSUNG A E M,M62,PLACA SUB LINHA M - ORIGINAL,289,PLACA SUB LINHA M,ORIGINAL
SAMSUNG A E M,SAMSUNG A E M,M62,PLACA SUB LINHA M - PRIME,166,PLACA SUB LINHA M,PRIME
SAMSUNG A E M,SAMSUNG A E M,A20,TELA LINHA A - LAMINAÇÃO,149,TELA LINHA A,LAMINAÇÃO
SAMSUNG A E M,SAMSUNG A E M,A20,TELA LINHA A - FRONTAL PRIME,269,TELA LINHA A,FRONTAL PRIME
SAMSUNG A E M,SAMSUNG A E M,A20,TELA LINHA A - INSUMO,260,TELA LINHA A,INSUMO
SAMSUNG A E M,SAMSUNG A E M,A20,TELA LINHA A - QUALIDADE,SUPER AMOLED,TELA LINHA A,QUALIDADE
SAMSUNG A E M,SAMSUNG A E M,A20,PLACA SUB LINHA A - ORIGINAL,149,PLACA SUB LINHA A,ORIGINAL
SAMSUNG A E M,SAMSUNG A E M,A20,PLACA SUB LINHA A - PRIME,89,PLACA SUB LINHA A,PRIME
SAMSUNG A E M,SAMSUNG A E M,A20,BATERIA LINHA A - ORIGINAL,135,BATERIA LINHA A,ORIGINAL
SAMSUNG A E M,SAMSUNG A E M,A20S,TELA LINHA A - LAMINAÇÃO,129,TELA LINHA A,LAMINAÇÃO
SAMSUNG A E M,SAMSUNG A E M,A20S,TELA LINHA A - FRONTAL PRIME,195,TELA LINHA A,FRONTAL PRIME
SAMSUNG A E M,SAMSUNG A E M,A20S,TELA LINHA A - INSUMO,140,TELA LINHA A,INSUMO
SAMSUNG A E M,SAMSUNG A E M,A20S,TELA LINHA A - QUALIDADE,TFT LCD,TELA LINHA A,QUALIDADE
SAMSUNG A E M,SAMSUNG A E M,A20S,BATERIA LINHA A - ORIGINAL,149,BATERIA LINHA A,ORIGINAL
SAMSUNG A E M,SAMSUNG A E M,A21S,TELA LINHA A - LAMINAÇÃO,129,TELA LINHA A,LAMINAÇÃO
